Car,Class,Driver,Lap,Lap Time,Session Time,Flag,Location,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,SP1,SP4
48,GTD,Bryan Sellers,1,1:44.073,1900-01-01 00:01:44.073000,Green,Track,3.866,13.138,0.5660000000000001,14.31,10.754000000000001,9.785,0.5660000000000001,13.550999999999998,10.624,10.702,2.411,4.421,139.737,143.35
16,GTD,Corey Lewis,1,1:44.515,1900-01-01 00:01:44.515000,Green,Track,3.8310000000000004,13.379000000000001,0.578,14.411,10.585999999999999,9.897,0.5760000000000001,13.624,10.632,10.46,2.434,4.487,136.835,140.862
28,GTD,Daniel Morad,1,1:45.076,1900-01-01 00:01:45.076000,Green,Track,3.75,13.705,0.579,14.489,10.679,9.792,0.5670000000000001,13.748,10.614,10.539000000000001,2.4090000000000003,4.4239999999999995,136.599,143.09799999999998
14,GTD,Scott Pruett,1,1:46.161,1900-01-01 00:01:46.161000,Green,Track,3.863,13.565,0.5710000000000001,15.245,10.955,9.88,0.5660000000000001,14.017000000000001,10.575999999999999,10.332,2.403,4.406000000000001,138.513,143.35
63,GTD,Christina Nielsen,1,1:47.130,1900-01-01 00:01:47.130000,Green,Track,3.932,13.519,0.5760000000000001,15.232000000000001,11.082,9.745,0.5660000000000001,14.125,10.775,10.567,2.3819999999999997,4.375,137.311,143.35
33,GTD,Ben Keating,1,1:48.054,1900-01-01 00:01:48.054000,Green,Track,3.8689999999999998,13.482000000000001,0.5760000000000001,15.818,11.24,9.847000000000001,0.5660000000000001,13.833,11.334000000000001,10.488,2.419,4.442,137.311,143.35
50,GTD,Cooper MacNeil,1,1:48.486,1900-01-01 00:01:48.486000,Green,Track,3.8369999999999997,13.547,0.58,15.562999999999999,11.425999999999998,9.818,0.574,13.924000000000001,10.924000000000001,10.787,2.418,4.452,136.364,141.35299999999998
96,GTD,Bret Curtis,1,1:48.824,1900-01-01 00:01:48.824000,Green,Track,3.843,13.665,0.5660000000000001,15.417,11.568,9.797,0.563,14.087,10.947000000000001,10.695,2.403,4.377,139.737,144.114
73,GTD,Joerg Bergmeister,1,1:49.300,1900-01-01 00:01:49.300000,Green,Track,3.8160000000000003,13.706,0.573,15.42,11.515,9.722999999999999,0.574,14.157,10.777999999999999,10.997,2.412,4.4,138.03,141.35299999999998
15,GTD,Robert Alon,1,1:49.728,1900-01-01 00:01:49.728000,Green,Track,3.986,14.192,0.578,15.668,11.568,9.774,0.5589999999999999,14.179,10.905,10.81,2.4330000000000003,4.468999999999999,136.835,145.14600000000002
86,GTD,Oswaldo Negri Jr.,1,1:50.137,1900-01-01 00:01:50.137000,Green,Track,3.977,13.667,0.573,15.702,11.675,9.838,0.584,14.300999999999998,10.835999999999999,10.655,2.405,4.425,138.03,138.93200000000002
54,GTD,Jonathan Bennett,1,1:51.336,1900-01-01 00:01:51.336000,Green,Track,3.995,13.954,0.574,16.188,11.895999999999999,9.867,0.5820000000000001,14.432,11.019,10.862,2.468,4.468,137.789,139.41
52,P,Kenton Koch,1,2:15.250,1900-01-01 00:02:15.250000,Green,Pit,3.9189999999999996,13.292,0.7170000000000001,16.39,11.950999999999999,9.671,0.7659999999999999,16.014,11.645999999999999,13.487,9.957,11.735999999999999,110.30799999999999,105.92200000000001
5,P,Christian Fittipaldi,2,1:26.947,1900-01-01 00:02:56.086000,Green,Track,3.24,11.772,0.523,13.300999999999998,10.113,8.971,0.524,13.052,9.717,9.552999999999999,2.153,4.0280000000000005,151.225,154.84
85,P,Misha Goikhberg,2,1:26.643,1900-01-01 00:02:56.949000,Green,Track,3.2,11.589,0.511,13.25,10.168,8.832,0.512,13.078,10.047,9.395,2.112,3.949,154.77700000000002,158.469
31,P,Eric Curran,2,1:26.943,1900-01-01 00:02:57.922000,Green,Track,3.234,11.587,0.52,13.304,10.135,8.943999999999999,0.523,13.01,9.986,9.475,2.173,4.052,152.09799999999998,155.136
55,P,Jonathan Bomarito,2,1:27.064,1900-01-01 00:02:58.574000,Green,Track,3.298,11.568,0.518,13.418,10.136000000000001,8.804,0.518,13.231,9.995,9.413,2.164,4.001,152.685,156.634
70,P,Tom Long,2,1:27.247,1900-01-01 00:02:59.415000,Green,Track,3.1460000000000004,11.585999999999999,0.517,13.225,10.222000000000001,8.927,0.517,13.218,10.058,9.661,2.162,4.008,152.98,156.937
2,P,Scott Sharp,2,1:27.340,1900-01-01 00:02:59.968000,Green,Track,3.252,11.780999999999999,0.518,13.305,10.059,8.838,0.514,12.994000000000002,10.259,9.699,2.15,3.971,152.685,157.85299999999998
10,P,Ricky Taylor,2,1:27.352,1900-01-01 00:03:00.497000,Green,Track,3.177,11.619000000000002,0.516,13.414000000000001,10.187999999999999,8.873,0.515,12.833,10.15,9.862,2.181,4.024,153.27700000000002,157.546
90,P,Renger Van Der Zande,2,1:27.089,1900-01-01 00:03:00.891000,Green,Track,3.234,11.638,0.523,13.314,10.099,8.936,0.525,12.879000000000001,9.945,9.75,2.184,4.062,151.225,154.545
38,PC,James French,2,1:31.309,1900-01-01 00:03:06.883000,Green,Track,3.5060000000000002,12.312999999999999,0.542,14.115,10.491,9.147,0.5429999999999999,13.780999999999999,10.218,10.198,2.27,4.185,145.924,149.422
26,PC,Tomy Drissi,2,1:35.414,1900-01-01 00:03:14.676000,Green,Track,3.573,12.936,0.56,14.565,10.947000000000001,9.443999999999999,0.59,14.752,10.775,10.639000000000001,2.338,4.295,141.234,137.519
22,P,Ed Brown,2,1:35.019,1900-01-01 00:03:15.249000,Green,Track,3.7289999999999996,12.463,0.528,14.57,10.953,9.162,0.58,15.062999999999999,11.012,10.464,2.2640000000000002,4.231,149.793,139.89
57,GTD,Lawson Aschenbach,2,1:34.121,1900-01-01 00:03:15.990000,Green,Track,3.387,13.107000000000001,0.574,13.868,10.515999999999998,9.811,0.575,13.751,11.308,10.364,2.406,4.454,137.789,141.107
20,PC,Don Yount,2,1:36.206,1900-01-01 00:03:17.768000,Green,Track,4.062,13.081,0.581,14.872,11.154000000000002,9.389,0.552,14.372,10.715,10.79,2.342,4.296,136.129,146.986
93,GTD,Katherine Legge,2,1:34.632,1900-01-01 00:03:18.281000,Green,Track,3.5060000000000002,12.777999999999999,0.5660000000000001,14.057,11.02,9.67,0.563,14.270999999999999,10.886,10.545,2.376,4.394,139.737,144.114
48,GTD,Bryan Sellers,2,1:34.749,1900-01-01 00:03:18.822000,Green,Track,3.622,12.923,0.5670000000000001,13.895999999999999,10.864,9.719,0.564,14.167,10.841,10.761,2.4090000000000003,4.416,139.49,143.859
16,GTD,Corey Lewis,2,1:34.749,1900-01-01 00:03:19.264000,Green,Track,3.597,12.909,0.575,13.984000000000002,10.682,9.818999999999999,0.573,14.168,10.859000000000002,10.655,2.441,4.487,137.549,141.599
28,GTD,Daniel Morad,2,1:34.449,1900-01-01 00:03:19.525000,Green,Track,3.633,13.012,0.57,13.890999999999998,10.81,9.795,0.5670000000000001,13.728,10.970999999999998,10.617,2.425,4.43,138.756,143.09799999999998
14,GTD,Scott Pruett,2,1:33.872,1900-01-01 00:03:20.033000,Green,Track,3.553,12.894,0.5660000000000001,14.215,10.742,9.748,0.56,13.857000000000001,10.585,10.387,2.3819999999999997,4.383,139.737,144.886
63,GTD,Christina Nielsen,2,1:33.882,1900-01-01 00:03:21.012000,Green,Track,3.438,12.845,0.56,14.149000000000001,10.719000000000001,9.686,0.564,13.985999999999999,10.637,10.529000000000002,2.384,4.385,141.234,143.859
33,GTD,Ben Keating,2,1:33.618,1900-01-01 00:03:21.672000,Green,Track,3.446,12.814,0.5670000000000001,13.765999999999998,10.882,9.745,0.569,13.615,10.584000000000001,10.761,2.42,4.449,139.49,142.595
50,GTD,Cooper MacNeil,2,1:34.061,1900-01-01 00:03:22.547000,Green,Track,3.569,12.870999999999999,0.57,14.037,10.841,9.866,0.574,13.767000000000001,10.642999999999999,10.446,2.423,4.454,138.756,141.35299999999998
96,GTD,Bret Curtis,2,1:34.288,1900-01-01 00:03:23.112000,Green,Track,3.4819999999999998,13.024000000000001,0.564,14.115,11.056,9.687000000000001,0.5589999999999999,13.82,10.671,10.529000000000002,2.396,4.385,140.232,145.14600000000002
73,GTD,Joerg Bergmeister,2,1:34.184,1900-01-01 00:03:23.484000,Green,Track,3.458,13.145999999999999,0.5660000000000001,13.982000000000001,10.978,9.658999999999999,0.56,13.866,10.599,10.595999999999998,2.388,4.386,139.737,144.886
15,GTD,Robert Alon,2,1:34.116,1900-01-01 00:03:23.844000,Green,Track,3.423,13.03,0.5660000000000001,14.325999999999999,10.722999999999999,9.717,0.5589999999999999,13.873,10.744000000000002,10.384,2.383,4.388,139.737,145.14600000000002
86,GTD,Oswaldo Negri Jr.,2,1:34.544,1900-01-01 00:03:24.681000,Green,Track,3.5210000000000004,13.104000000000001,0.574,14.390999999999998,10.796,9.783,0.568,13.96,10.634,10.404000000000002,2.394,4.415,137.789,142.846
54,GTD,Jonathan Bennett,2,1:34.679,1900-01-01 00:03:26.015000,Green,Track,3.552,13.247,0.5720000000000001,14.274000000000001,10.892999999999999,9.797,0.564,13.744000000000002,10.69,10.497,2.423,4.426,138.27100000000002,143.859
75,GTD,Kenny Habul,1,4:18.899,1900-01-01 00:04:18.899000,Green,Track,9.484,15.448,0.629,15.28,11.238,10.117,0.5870000000000001,14.463,10.796,10.578,2.454,4.526,125.741,138.222
5,P,Christian Fittipaldi,3,1:25.727,1900-01-01 00:04:21.813000,Green,Track,3.215,11.47,0.52,13.05,9.965,8.905,0.521,12.773,9.734,9.423,2.141,4.01,152.09799999999998,155.732
85,P,Misha Goikhberg,3,1:26.561,1900-01-01 00:04:23.510000,Green,Track,3.31,11.595,0.511,13.177999999999999,9.982000000000001,8.9,0.509,12.977,10.04,9.469,2.1319999999999997,3.958,154.77700000000002,159.403
31,P,Eric Curran,3,1:26.372,1900-01-01 00:04:24.294000,Green,Track,3.2,11.639000000000001,0.52,13.130999999999998,9.898,8.95,0.522,12.814,9.873,9.578,2.194,4.053,152.09799999999998,155.434
55,P,Jonathan Bomarito,3,1:26.250,1900-01-01 00:04:24.824000,Green,Track,3.1519999999999997,11.550999999999998,0.518,13.039000000000001,10.106,8.817,0.517,12.954,10.01,9.472999999999999,2.14,3.9730000000000003,152.685,156.937
70,P,Tom Long,3,1:26.175,1900-01-01 00:04:25.590000,Green,Track,3.14,11.497,0.513,12.943,10.162,8.837,0.516,12.912,9.998,9.531,2.141,3.985,154.173,157.241
2,P,Scott Sharp,3,1:26.688,1900-01-01 00:04:26.656000,Green,Track,3.215,11.583,0.513,13.241,10.171,8.857999999999999,0.513,12.847999999999999,9.912,9.715,2.153,3.966,154.173,158.161
10,P,Ricky Taylor,3,1:26.666,1900-01-01 00:04:27.163000,Green,Track,3.16,11.552,0.516,13.239,10.152000000000001,8.877,0.515,12.854000000000001,9.976,9.636000000000001,2.176,4.013,153.27700000000002,157.546
90,P,Renger Van Der Zande,3,1:26.845,1900-01-01 00:04:27.736000,Green,Track,3.2430000000000003,11.6,0.521,13.169,10.099,8.977,0.523,12.825999999999999,9.912,9.729,2.191,4.055,151.806,155.136
38,PC,James French,3,1:30.454,1900-01-01 00:04:37.337000,Green,Track,3.407,12.185,0.541,13.995999999999999,10.523,9.145,0.541,13.380999999999998,10.300999999999998,10.01,2.249,4.175,146.194,149.975
22,P,Ed Brown,3,1:32.981,1900-01-01 00:04:48.230000,Green,Track,3.573,12.467,0.521,14.229000000000001,10.964,8.946,0.519,13.717,11.005999999999998,10.729000000000001,2.248,4.062,151.806,156.332
26,PC,Tomy Drissi,3,1:35.098,1900-01-01 00:04:49.774000,Green,Track,3.585,12.812999999999999,0.555,14.88,11.095,9.397,0.5710000000000001,14.379000000000001,10.812999999999999,10.379000000000001,2.347,4.284,142.506,142.095
57,GTD,Lawson Aschenbach,3,1:34.326,1900-01-01 00:04:50.316000,Green,Track,3.4730000000000003,12.78,0.57,13.9,11.609000000000002,9.818,0.573,13.472000000000001,10.786,10.456,2.426,4.463,138.756,141.599
93,GTD,Katherine Legge,3,1:34.880,1900-01-01 00:04:53.161000,Green,Track,3.918,12.977,0.569,14.34,10.873,9.679,0.563,14.071,10.72,10.401,2.372,4.397,139.0,144.114
20,PC,Don Yount,3,1:37.016,1900-01-01 00:04:54.784000,Green,Track,4.081,12.818,0.546,14.512,10.802,9.439,0.5529999999999999,15.485999999999999,10.993,11.032,2.345,4.409,144.855,146.72
48,GTD,Bryan Sellers,3,1:36.689,1900-01-01 00:04:55.511000,Green,Track,3.699,12.915,0.5660000000000001,14.499,10.867,9.744,0.565,14.6,11.015999999999998,11.193,2.496,4.529,139.737,143.60399999999998
28,GTD,Daniel Morad,3,1:35.993,1900-01-01 00:04:55.518000,Green,Track,3.713,12.844000000000001,0.562,14.61,10.776,9.674,0.5670000000000001,14.600999999999999,10.919,10.804,2.46,4.463,140.731,143.09799999999998
16,GTD,Corey Lewis,3,1:36.650,1900-01-01 00:04:55.914000,Green,Track,3.627,12.845,0.573,14.624,10.662,9.86,0.573,14.515999999999998,11.09,11.312999999999999,2.4659999999999997,4.501,138.03,141.599
14,GTD,Scott Pruett,3,1:36.029,1900-01-01 00:04:56.062000,Green,Track,3.605,12.790999999999999,0.556,14.664000000000001,10.845999999999998,9.729,0.5660000000000001,14.502,11.247,10.667,2.4,4.456,142.25,143.35
63,GTD,Christina Nielsen,3,1:35.527,1900-01-01 00:04:56.539000,Green,Track,3.468,12.831,0.5589999999999999,14.205,10.895999999999999,9.698,0.5660000000000001,14.617,10.907,11.015999999999998,2.399,4.365,141.486,143.35
33,GTD,Ben Keating,3,1:35.170,1900-01-01 00:04:56.842000,Green,Track,3.52,12.917,0.565,13.919,10.966,9.712,0.5710000000000001,14.422,10.845999999999998,10.94,2.392,4.4,139.984,142.095
50,GTD,Cooper MacNeil,3,1:34.785,1900-01-01 00:04:57.332000,Green,Track,3.576,12.790999999999999,0.5710000000000001,13.889000000000001,10.87,9.706,0.574,14.130999999999998,11.008,10.839,2.41,4.42,138.513,141.35299999999998
96,GTD,Bret Curtis,3,1:34.576,1900-01-01 00:04:57.688000,Green,Track,3.405,12.927,0.56,14.073,10.939,9.76,0.561,13.844000000000001,10.968,10.76,2.401,4.378,141.234,144.628
73,GTD,Joerg Bergmeister,3,1:34.526,1900-01-01 00:04:58.010000,Green,Track,3.437,13.116,0.563,13.964,10.78,9.632,0.557,13.96,10.937999999999999,10.81,2.397,4.372,140.481,145.667
15,GTD,Robert Alon,3,1:34.707,1900-01-01 00:04:58.551000,Green,Track,3.455,12.939,0.56,14.251,10.696,9.702,0.5589999999999999,13.866,10.845999999999998,10.95,2.4530000000000003,4.43,141.234,145.14600000000002
86,GTD,Oswaldo Negri Jr.,3,1:34.090,1900-01-01 00:04:58.771000,Green,Track,3.4219999999999997,12.804,0.5670000000000001,14.245,10.667,9.773,0.568,14.061,10.627,10.535,2.4090000000000003,4.412,139.49,142.846
54,GTD,Jonathan Bennett,3,1:34.340,1900-01-01 00:05:00.355000,Green,Track,3.43,13.087,0.5710000000000001,14.149000000000001,10.722000000000001,9.713,0.563,13.864,10.849,10.523,2.428,4.441,138.513,144.114
5,P,Christian Fittipaldi,4,1:26.485,1900-01-01 00:05:48.298000,Green,Track,3.1710000000000003,11.513,0.52,13.915,9.91,8.919,0.522,12.835999999999999,9.668,9.355,2.144,4.012,152.09799999999998,155.434
85,P,Misha Goikhberg,4,1:27.079,1900-01-01 00:05:50.589000,Green,Track,3.199,11.542,0.513,13.538,10.335,8.847999999999999,0.513,13.198,9.957,9.363,2.125,3.948,154.173,158.161
31,P,Eric Curran,4,1:26.886,1900-01-01 00:05:51.180000,Green,Track,3.168,11.446,0.518,13.241,10.290999999999999,8.962,0.521,13.097000000000001,9.882,9.574,2.158,4.0280000000000005,152.685,155.732
55,P,Jonathan Bomarito,4,1:26.836,1900-01-01 00:05:51.660000,Green,Track,3.162,11.495999999999999,0.516,13.107999999999999,10.249,8.781,0.523,13.311,9.997,9.561,2.15,3.9819999999999998,153.27700000000002,155.136
70,P,Tom Long,4,1:26.689,1900-01-01 00:05:52.279000,Green,Track,3.155,11.497,0.514,13.075,10.21,8.897,0.517,13.085,10.019,9.561,2.162,3.997,153.873,156.937
2,P,Scott Sharp,4,1:26.101,1900-01-01 00:05:52.757000,Green,Track,3.092,11.389000000000001,0.51,13.08,10.037,8.776,0.507,13.144,9.927999999999999,9.564,2.13,3.944,155.08,160.032
10,P,Ricky Taylor,4,1:28.502,1900-01-01 00:05:55.665000,Green,Track,3.111,11.356,0.513,13.035,10.17,8.851,0.513,14.589,10.388,9.758,2.1919999999999997,4.026,154.173,158.161
90,P,Renger Van Der Zande,4,1:28.497,1900-01-01 00:05:56.233000,Green,Track,3.089,11.479000000000001,0.52,13.15,10.01,9.001,0.523,14.030999999999999,10.76,9.711,2.181,4.042,152.09799999999998,155.136
75,GTD,Kenny Habul,2,1:40.378,1900-01-01 00:05:59.277000,Green,Track,3.6260000000000003,13.308,0.581,15.11,11.235999999999999,10.23,0.612,15.637,12.190999999999999,10.794,2.506,4.547,136.129,132.576
38,PC,James French,4,1:29.607,1900-01-01 00:06:06.944000,Green,Track,3.36,12.159,0.542,13.727,10.425,9.095,0.542,13.450999999999999,10.081,9.832,2.238,4.155,145.924,149.69799999999998
22,P,Ed Brown,4,1:31.966,1900-01-01 00:06:20.196000,Green,Track,3.391,12.41,0.522,13.977,10.698,8.976,0.518,13.613,10.968,10.595999999999998,2.241,4.056,151.515,156.634
26,PC,Tomy Drissi,4,1:33.298,1900-01-01 00:06:23.072000,Green,Track,3.4589999999999996,12.704,0.556,14.252,10.755999999999998,9.424,0.557,14.078,10.507,10.380999999999998,2.3409999999999997,4.283,142.25,145.667
57,GTD,Lawson Aschenbach,4,1:33.350,1900-01-01 00:06:23.666000,Green,Track,3.3680000000000003,12.828,0.5710000000000001,13.965,10.714,9.8,0.573,13.630999999999998,10.582,10.375,2.454,4.489,138.513,141.599
93,GTD,Katherine Legge,4,1:32.799,1900-01-01 00:06:25.960000,Green,Track,3.465,12.784,0.568,13.914000000000001,10.639000000000001,9.717,0.568,13.604000000000001,10.433,10.370999999999999,2.3569999999999998,4.379,139.245,142.846
20,PC,Don Yount,4,1:35.243,1900-01-01 00:06:30.027000,Green,Track,4.047,12.845,0.5579999999999999,14.569,10.875,9.375,0.55,14.3,10.668,10.884,2.329,4.243,141.74,147.52100000000002
28,GTD,Daniel Morad,4,1:35.053,1900-01-01 00:06:30.571000,Green,Track,3.7319999999999998,13.09,0.5670000000000001,14.602,10.757,9.759,0.5660000000000001,13.592,10.832,10.747,2.407,4.402,139.49,143.35
48,GTD,Bryan Sellers,4,1:35.305,1900-01-01 00:06:30.816000,Green,Track,3.685,13.290999999999999,0.5670000000000001,14.770999999999999,10.77,9.75,0.563,13.539000000000001,10.786,10.777000000000001,2.405,4.401,139.49,144.114
16,GTD,Corey Lewis,4,1:35.298,1900-01-01 00:06:31.212000,Green,Track,3.549,13.294,0.573,14.931,10.589,9.845,0.574,13.557,10.88,10.595999999999998,2.435,4.475,138.03,141.35299999999998
14,GTD,Scott Pruett,4,1:35.265,1900-01-01 00:06:31.327000,Green,Track,3.739,13.024000000000001,0.578,15.357000000000001,10.607000000000001,9.709,0.561,13.936,10.652000000000001,10.323,2.397,4.382,136.835,144.628
63,GTD,Christina Nielsen,4,1:35.770,1900-01-01 00:06:32.309000,Green,Track,3.622,12.953,0.568,15.495999999999999,10.762,9.777000000000001,0.568,13.997,10.543,10.712,2.39,4.382,139.245,142.846
33,GTD,Ben Keating,4,1:35.803,1900-01-01 00:06:32.645000,Green,Track,3.793,12.825999999999999,0.562,15.698,10.895,9.665,0.569,13.772,10.687000000000001,10.56,2.384,4.3919999999999995,140.731,142.595
50,GTD,Cooper MacNeil,4,1:35.887,1900-01-01 00:06:33.219000,Green,Track,3.648,12.672,0.56,15.850999999999999,11.095,9.783,0.568,13.693,10.552,10.593,2.414,4.458,141.234,142.846
73,GTD,Joerg Bergmeister,4,1:35.450,1900-01-01 00:06:33.460000,Green,Track,3.551,12.999,0.5579999999999999,15.504000000000001,10.839,9.69,0.565,13.924000000000001,10.542,10.495999999999999,2.397,4.385,141.74,143.60399999999998
96,GTD,Bret Curtis,4,1:36.711,1900-01-01 00:06:34.399000,Green,Track,3.634,13.04,0.5579999999999999,16.105,11.367,9.81,0.561,13.764000000000001,10.748,10.405,2.374,4.345,141.74,144.628
86,GTD,Oswaldo Negri Jr.,4,1:36.110,1900-01-01 00:06:34.881000,Green,Track,3.575,13.046,0.568,15.12,11.532,9.757,0.564,14.175999999999998,10.630999999999998,10.347999999999999,2.384,4.409,139.245,143.859
15,GTD,Robert Alon,4,1:36.656,1900-01-01 00:06:35.207000,Green,Track,3.4619999999999997,12.885,0.56,15.924000000000001,11.568,9.692,0.563,14.192,10.651,10.417,2.381,4.361000000000001,141.234,144.114
54,GTD,Jonathan Bennett,4,1:35.834,1900-01-01 00:06:36.189000,Green,Track,3.583,13.213,0.568,14.245,11.305,9.766,0.5660000000000001,14.235,10.809000000000001,10.687999999999999,2.426,4.43,139.245,143.35
5,P,Christian Fittipaldi,5,1:25.723,1900-01-01 00:07:14.021000,Green,Track,3.148,11.374,0.519,13.085,10.072000000000001,8.879,0.523,12.798,9.728,9.442,2.147,4.008,152.391,155.136
85,P,Misha Goikhberg,5,1:26.173,1900-01-01 00:07:16.762000,Green,Track,3.168,11.386,0.507,13.058,10.192,8.833,0.508,12.982000000000001,10.017999999999999,9.47,2.11,3.9410000000000003,155.998,159.717
31,P,Eric Curran,5,1:26.165,1900-01-01 00:07:17.345000,Green,Track,3.16,11.459000000000001,0.517,12.968,9.994,8.943,0.521,12.918,9.844,9.646,2.164,4.031000000000001,152.98,155.732
55,P,Jonathan Bomarito,5,1:26.162,1900-01-01 00:07:17.822000,Green,Track,3.147,11.53,0.517,13.023,9.986,8.86,0.52,12.988,9.972000000000001,9.481,2.154,3.984,152.98,156.031
70,P,Tom Long,5,1:26.380,1900-01-01 00:07:18.659000,Green,Track,3.1319999999999997,11.503,0.515,13.030999999999999,10.142999999999999,8.825,0.515,12.994000000000002,10.019,9.558,2.148,3.997,153.575,157.546
2,P,Scott Sharp,5,1:26.551,1900-01-01 00:07:19.308000,Green,Track,3.091,11.665999999999999,0.513,12.934000000000001,10.193999999999999,8.835,0.511,13.109000000000002,9.923,9.66,2.155,3.96,154.173,158.78
10,P,Ricky Taylor,5,1:25.368,1900-01-01 00:07:21.033000,Green,Track,3.071,11.284,0.512,12.962,9.873,8.86,0.516,12.578,9.847999999999999,9.666,2.1830000000000003,4.015,154.474,157.241
90,P,Renger Van Der Zande,5,1:25.658,1900-01-01 00:07:21.891000,Green,Track,2.984,11.515999999999998,0.522,12.96,9.948,8.95,0.524,12.732999999999999,9.822000000000001,9.507,2.162,4.03,151.515,154.84
75,GTD,Kenny Habul,3,1:34.021,1900-01-01 00:07:33.298000,Green,Track,3.576,12.924000000000001,0.578,14.279000000000002,10.527000000000001,9.98,0.579,13.675,10.464,10.514000000000001,2.438,4.487,136.835,140.132
38,PC,James French,5,1:29.228,1900-01-01 00:07:36.172000,Green,Track,3.304,12.072000000000001,0.5429999999999999,13.6,10.383,9.056000000000001,0.542,13.294,10.168,9.868,2.242,4.156000000000001,145.655,149.69799999999998
22,P,Ed Brown,5,1:32.407,1900-01-01 00:07:52.603000,Green,Track,3.4610000000000003,12.526,0.523,13.914000000000001,10.937999999999999,8.98,0.518,13.557,10.902000000000001,10.767999999999999,2.252,4.0680000000000005,151.225,156.634
26,PC,Tomy Drissi,5,1:33.224,1900-01-01 00:07:56.296000,Green,Track,3.4619999999999997,12.790999999999999,0.561,14.225999999999999,10.718,9.387,0.55,13.966,10.591,10.350999999999999,2.325,4.296,140.982,147.52100000000002
57,GTD,Lawson Aschenbach,5,1:33.098,1900-01-01 00:07:56.764000,Green,Track,3.353,12.731,0.569,14.105,10.632,9.817,0.5760000000000001,13.548,10.498,10.402000000000001,2.405,4.462,139.0,140.862
93,GTD,Katherine Legge,5,1:32.027,1900-01-01 00:07:57.987000,Green,Track,3.378,12.72,0.564,13.85,10.42,9.724,0.5660000000000001,13.472000000000001,10.405,10.2,2.354,4.374,140.232,143.35
20,PC,Don Yount,5,1:34.041,1900-01-01 00:08:04.068000,Green,Track,3.747,12.824000000000002,0.5479999999999999,14.161,10.764000000000001,9.362,0.546,14.287,10.685,10.515999999999998,2.325,4.276,144.326,148.601
