Car,Class,Driver,Lap,Lap Time,Session Time,Flag,Location,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,SP1,SP4
33,GTD,Ben Keating,3,1:31.473,1900-01-01 00:04:45.306000,Green,Track,3.17,12.783,0.5660000000000001,13.66,10.402000000000001,9.693999999999999,0.5670000000000001,13.463,10.231,10.193999999999999,2.37,4.373,139.737,143.09799999999998
15,GTD,David Heinemeier Hansson,3,1:31.389,1900-01-01 00:04:45.727000,Green,Track,3.304,12.685,0.564,13.68,10.245,9.667,0.563,13.458,10.392000000000001,10.087,2.3609999999999998,4.383,140.232,144.114
63,GTD,Cooper MacNeil,3,1:31.492,1900-01-01 00:04:46.043000,Green,Track,3.5180000000000002,12.493,0.561,13.882,10.372,9.639,0.5670000000000001,13.307,10.279000000000002,10.183,2.343,4.348,140.982,143.09799999999998
16,GTD,Michael Schein,3,1:32.738,1900-01-01 00:04:50.450000,Green,Track,3.4760000000000004,12.875,0.578,13.905,10.436,9.949,0.5760000000000001,13.414000000000001,10.354000000000001,10.302999999999999,2.4219999999999997,4.45,136.835,140.862
75,GTD,Kenny Habul,3,1:32.007,1900-01-01 00:04:51.722000,Green,Track,3.5039999999999996,12.504000000000001,0.565,14.107000000000001,10.464,9.64,0.568,13.437000000000001,10.215,10.245,2.375,4.383,139.984,142.846
96,GTD,Robby Foley,3,1:32.352,1900-01-01 00:04:52.598000,Green,Track,3.502,12.616,0.568,14.147,10.640999999999998,9.761000000000001,0.5670000000000001,13.437999999999999,10.193999999999999,10.158,2.372,4.388,139.245,143.09799999999998
58,GTD,Christina Nielsen,3,1:32.897,1900-01-01 00:04:54.211000,Green,Track,3.4739999999999998,12.915999999999999,0.5720000000000001,14.003,10.365,9.836,0.5720000000000001,13.547,10.412,10.334000000000001,2.414,4.452,138.27100000000002,141.847
44,GTD,John Potter,3,1:33.046,1900-01-01 00:04:54.690000,Green,Track,3.6239999999999997,12.873,0.5710000000000001,13.964,10.392999999999999,9.791,0.574,13.530999999999999,10.384,10.453,2.415,4.473,138.513,141.35299999999998
6,P,Juan Pablo Montoya,4,1:24.244,1900-01-01 00:05:45.790000,Green,Track,3.015,11.253,0.518,12.877,9.793,8.847999999999999,0.526,12.498,9.639,9.179,2.1180000000000003,3.98,152.685,154.252
7,P,Helio Castroneves,4,1:24.540,1900-01-01 00:05:47.864000,Green,Track,3.13,11.062999999999999,0.511,12.981,9.902999999999999,8.835,0.527,12.713,9.72,9.149,2.081,3.927,154.77700000000002,153.959
5,P,Joao Barbosa,4,1:24.233,1900-01-01 00:05:48.841000,Green,Track,3.042,11.338,0.52,12.647,9.615,8.942,0.528,12.538,9.54,9.367,2.141,4.015,152.09799999999998,153.667
10,P,Renger Van Der Zande,4,1:25.425,1900-01-01 00:05:51.302000,Green,Track,3.353,11.457,0.521,12.832,9.788,8.894,0.529,12.610999999999999,9.704,9.552,2.151,4.033,151.806,153.377
31,P,Eric Curran,4,1:25.837,1900-01-01 00:05:52.037000,Green,Track,3.378,11.911,0.521,13.376,9.772,8.917,0.527,12.517000000000001,9.509,9.24,2.148,4.021,151.806,153.959
77,P,Tristan Nunez,4,1:26.310,1900-01-01 00:05:52.650000,Green,Track,3.477,11.765999999999998,0.523,13.713,9.918,8.892000000000001,0.528,12.713,9.564,9.123,2.114,3.9789999999999996,151.225,153.667
55,P,Jonathan Bomarito,4,1:26.749,1900-01-01 00:05:53.309000,Green,Track,3.4989999999999997,11.708,0.516,13.929,9.867,8.767000000000001,0.523,13.003,9.62,9.23,2.119,3.968,153.27700000000002,155.136
2,P,Scott Sharp,4,1:26.111,1900-01-01 00:05:54.478000,Green,Track,2.9530000000000003,11.411,0.511,13.743,9.914,8.833,0.516,12.89,9.844,9.427,2.1180000000000003,3.951,154.77700000000002,157.241
99,P,Misha Goikhberg,4,1:25.966,1900-01-01 00:05:54.894000,Green,Track,3.053,11.325,0.508,13.675999999999998,10.016,8.799,0.515,12.831,9.82,9.388,2.1069999999999998,3.928,155.691,157.546
52,P,Sebastian Saavedra,4,1:27.571,1900-01-01 00:05:57.597000,Green,Track,3.0010000000000003,11.317,0.516,13.309000000000001,10.539000000000001,8.86,0.521,13.398,9.869,10.076,2.168,3.997,153.27700000000002,155.732
85,P,Robert Alon,4,1:27.949,1900-01-01 00:05:58.298000,Green,Track,3.1,11.285,0.509,13.524000000000001,10.332,8.83,0.521,13.357000000000001,9.902000000000001,10.45,2.158,3.9810000000000003,155.385,155.732
90,P,Matthew McMurry,4,1:28.033,1900-01-01 00:05:58.938000,Green,Track,2.997,11.331,0.52,13.259,10.414000000000001,8.988,0.526,13.209000000000001,9.919,10.555,2.225,4.09,152.09799999999998,154.252
22,P,Pipo Derani,4,1:33.793,1900-01-01 00:05:59.485000,Green,Track,3.7039999999999997,11.741,0.515,16.225,10.449000000000002,8.812000000000001,0.522,13.251,10.315,11.985,2.2119999999999997,4.062,153.575,155.434
54,P,Jonathan Bennett,4,1:27.371,1900-01-01 00:06:03.210000,Green,Track,3.235,11.655,0.51,13.159,10.095,8.936,0.52,13.315,9.941,9.869,2.155,3.9810000000000003,155.08,156.031
48,GTD,Bryan Sellers,4,1:31.045,1900-01-01 00:06:13.833000,Green,Track,3.345,12.655,0.573,13.468,10.283,9.828,0.579,13.155999999999999,10.183,10.126,2.395,4.454,138.03,140.132
86,GTD,Katherine Legge,4,1:30.998,1900-01-01 00:06:14.161000,Green,Track,3.3139999999999996,12.720999999999998,0.57,13.594000000000001,10.311,9.759,0.57,13.287,10.117,9.987,2.373,4.395,138.756,142.344
93,GTD,Justin Marks,4,1:30.947,1900-01-01 00:06:15.009000,Green,Track,3.4360000000000004,12.435,0.564,13.629000000000001,10.38,9.661,0.569,13.267000000000001,10.317,9.941,2.354,4.394,140.232,142.595
14,GTD,Dominik Baumann,4,1:31.042,1900-01-01 00:06:15.495000,Green,Track,3.398,12.464,0.5589999999999999,13.72,10.335999999999999,9.642999999999999,0.5720000000000001,13.33,10.27,10.037,2.3480000000000003,4.365,141.486,141.847
33,GTD,Ben Keating,4,1:31.634,1900-01-01 00:06:16.940000,Green,Track,3.15,12.835999999999999,0.5660000000000001,13.61,10.472999999999999,9.689,0.569,13.504000000000001,10.318,10.111,2.396,4.412,139.737,142.595
15,GTD,David Heinemeier Hansson,4,1:34.135,1900-01-01 00:06:19.862000,Green,Track,3.3110000000000004,12.999,0.568,14.769,10.843,10.001,0.575,13.702,10.395999999999999,10.1,2.423,4.448,139.245,141.107
63,GTD,Cooper MacNeil,4,1:33.990,1900-01-01 00:06:20.033000,Green,Track,3.398,12.585999999999999,0.569,14.92,10.895999999999999,9.799,0.5770000000000001,13.924000000000001,10.479000000000001,10.132,2.35,4.36,139.0,140.618
16,GTD,Michael Schein,4,1:32.028,1900-01-01 00:06:22.478000,Green,Track,3.4019999999999997,12.588,0.57,13.782,10.421,9.729,0.573,13.354000000000001,10.455,10.329,2.397,4.428,138.756,141.599
75,GTD,Kenny Habul,4,1:31.646,1900-01-01 00:06:23.368000,Green,Track,3.551,12.602,0.564,13.71,10.456,9.661,0.568,13.467,10.259,10.093,2.359,4.356,140.232,142.846
96,GTD,Robby Foley,4,1:32.045,1900-01-01 00:06:24.643000,Green,Track,3.4389999999999996,12.57,0.5670000000000001,13.989,10.589,9.782,0.5670000000000001,13.475,10.19,10.12,2.3680000000000003,4.388999999999999,139.49,143.09799999999998
58,GTD,Christina Nielsen,4,1:32.145,1900-01-01 00:06:26.356000,Green,Track,3.389,12.76,0.5710000000000001,13.749,10.395,9.913,0.574,13.49,10.302,10.175,2.396,4.431,138.513,141.35299999999998
44,GTD,John Potter,4,1:32.168,1900-01-01 00:06:26.858000,Green,Track,3.43,12.8,0.5710000000000001,13.702,10.324000000000002,9.861,0.575,13.452,10.354000000000001,10.261,2.398,4.44,138.513,141.107
6,P,Juan Pablo Montoya,5,1:23.684,1900-01-01 00:07:09.474000,Green,Track,2.9219999999999997,11.151,0.519,12.642999999999999,9.811,8.869,0.528,12.413,9.634,9.096,2.1180000000000003,3.98,152.391,153.667
7,P,Helio Castroneves,5,1:24.218,1900-01-01 00:07:12.082000,Green,Track,3.034,10.957,0.509,12.892999999999999,9.776,8.85,0.537,12.717,9.732000000000001,9.14,2.114,3.9589999999999996,155.385,151.092
5,P,Joao Barbosa,5,1:24.052,1900-01-01 00:07:12.893000,Green,Track,3.014,11.270999999999999,0.525,12.682,9.642999999999999,8.934,0.526,12.513,9.488999999999999,9.26,2.164,4.031000000000001,150.649,154.252
10,P,Renger Van Der Zande,5,1:23.743,1900-01-01 00:07:15.045000,Green,Track,3.002,11.133,0.519,12.661,9.629,8.937000000000001,0.529,12.356,9.508,9.277000000000001,2.149,4.043,152.391,153.377
31,P,Eric Curran,5,1:23.818,1900-01-01 00:07:15.855000,Green,Track,2.977,11.327,0.52,12.792,9.449,8.891,0.525,12.394,9.552999999999999,9.241,2.133,4.016,152.09799999999998,154.545
77,P,Tristan Nunez,5,1:23.995,1900-01-01 00:07:16.645000,Green,Track,2.9789999999999996,11.085999999999999,0.515,12.914000000000001,9.726,8.949,0.53,12.503,9.552,9.13,2.115,3.9960000000000004,153.575,153.08700000000002
55,P,Jonathan Bomarito,5,1:23.961,1900-01-01 00:07:17.270000,Green,Track,2.997,11.165,0.517,12.811,9.696,8.825,0.525,12.565999999999999,9.646,9.132,2.1109999999999998,3.97,152.98,154.545
2,P,Scott Sharp,5,1:25.328,1900-01-01 00:07:19.806000,Green,Track,3.065,11.265,0.514,13.175999999999998,9.842,8.846,0.519,12.762,9.693999999999999,9.561,2.12,3.964,153.873,156.332
99,P,Misha Goikhberg,5,1:25.375,1900-01-01 00:07:20.269000,Green,Track,3.009,11.186,0.504,13.43,9.935,8.926,0.514,12.671,9.8,9.341000000000001,2.122,3.937,156.92600000000002,157.85299999999998
52,P,Sebastian Saavedra,5,1:24.770,1900-01-01 00:07:22.367000,Green,Track,3.051,11.272,0.515,12.839,9.872,8.876,0.523,12.585999999999999,9.582,9.54,2.1390000000000002,3.975,153.575,155.136
85,P,Robert Alon,5,1:24.672,1900-01-01 00:07:22.970000,Green,Track,3.0060000000000002,11.139000000000001,0.508,13.008,9.818,8.857000000000001,0.521,12.731,9.576,9.44,2.1180000000000003,3.95,155.691,155.732
90,P,Matthew McMurry,5,1:24.496,1900-01-01 00:07:23.434000,Green,Track,2.969,11.222999999999999,0.52,12.692,9.981,9.011000000000001,0.531,12.45,9.61,9.32,2.157,4.032,152.09799999999998,152.799
54,P,Jonathan Bennett,5,1:27.994,1900-01-01 00:07:31.204000,Green,Track,3.298,11.613,0.514,13.49,10.193,8.91,0.515,13.189,10.068999999999999,10.011000000000001,2.1830000000000003,4.0089999999999995,153.873,157.546
48,GTD,Bryan Sellers,5,1:30.509,1900-01-01 00:07:44.342000,Green,Track,3.319,12.585999999999999,0.5720000000000001,13.379000000000001,10.232999999999999,9.79,0.579,12.999,10.128,10.1,2.3819999999999997,4.442,138.27100000000002,140.132
86,GTD,Katherine Legge,5,1:30.580,1900-01-01 00:07:44.741000,Green,Track,3.323,12.675999999999998,0.5660000000000001,13.446,10.245999999999999,9.763,0.568,13.056,10.141,10.035,2.369,4.391,139.737,142.846
93,GTD,Justin Marks,5,1:30.622,1900-01-01 00:07:45.631000,Green,Track,3.3280000000000003,12.523,0.565,13.443,10.34,9.674,0.5670000000000001,13.184000000000001,10.280999999999999,9.98,2.351,4.386,139.984,143.09799999999998
14,GTD,Dominik Baumann,5,1:30.517,1900-01-01 00:07:46.012000,Green,Track,3.318,12.398,0.5589999999999999,13.599,10.265999999999998,9.666,0.5660000000000001,13.255,10.171,10.019,2.345,4.355,141.486,143.35
33,GTD,Ben Keating,5,1:30.859,1900-01-01 00:07:47.799000,Green,Track,3.2460000000000004,12.475999999999999,0.561,13.526,10.344000000000001,9.677999999999999,0.568,13.387,10.128,10.195,2.362,4.388,140.982,142.846
